sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:unit,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer;;;;;
NPU03695,Urine in Patient volume,609462,,millilitre,0.57,APPROVED,EQUAL,Tomer Sagi,1727447605326,3036603,Volume of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727447271614,;;;;;
NPU28820,Carbon dioxide in Plasma central venous blood gas tension,117492,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727447734865,1616989,Carbon dioxide [Partial pressure] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445380142,;;;;;
NPU17139,Carbon dioxide in Plasma cord Blood; arterial Blood gas tension,173797,,kilopascal,0.54,APPROVED,EQUAL,Tomer Sagi,1727447742099,3003932,Carbon dioxide [Partial pressure] in Arterial cord blood,Measurement,MAPS_TO,,<auto>,1727445381069,;;;;
NPU03796,Sodium ion in Patient Urine substance rate,156836,,millimole per day,0.43,APPROVED,EQUAL,Tomer Sagi,1727530582692,3002079,Sodium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Tomer Sagi,1727530579499,;;;;;
NPU22112,Glucose in Plasma capillary Blood substance concentration,129711,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727530688343,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727530603795,;;;;;
NPU03815,Base excess in Extracellular fluid substance concentration,4561709,,millimole per litre,0.75,APPROVED,EQUAL,Tomer Sagi,1727530779393,21490592,Base excess in Extracellular fluid by calculation,Measurement,MAPS_TO,,Tomer Sagi,1727530726688,;;;;;
NPU10016,Hydrogen ion in Plasma cord Blood pH,91575,,,0.54,APPROVED,EQUAL,Tomer Sagi,1730012862799,3011988,pH of Cord blood,Measurement,MAPS_TO,,Tomer Sagi,1727530798404,;;;;;
NPU04121,Dehydroepiandrosterone sulfate in Plasma substance concentration,217495,,micromole per litre,0.49,APPROVED,EQUAL,Tomer Sagi,1727530819197,3016616,Dehydroepiandrosterone sulfate (DHEA-S) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727530817752,;;;;;
NPU01012,Acetoacetate in Urine substance concentration,156030,,millimole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727530926895,3044814,Acetoacetate [Moles/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727530925743,;;;;;
NPU03958,Protein in Urine mass concentration,475547,,gram per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727530968415,3037121,Protein [Mass/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727530963440,;;;;;
NPU08903,Glucose in Plasma substance concentration,69907,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727530978736,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445618934,;;;;;
NPU28393,Coagulation; tissue factor-induced in Plasma relative time,68782,,,0.36,APPROVED,EQUAL,Tomer Sagi,1727531107547,3033658,Prothrombin time (PT) actual/Normal,Measurement,MAPS_TO,,Tomer Sagi,1727531049668,;;;;
NPU08905,Glucose in Plasma substance concentration,128509,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531120704,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445620275,;;;;;
NPU19929,Vancomycin in Plasma mass concentration,214344,,milligram per litre,0.50,APPROVED,EQUAL,Tomer Sagi,1727772798404,3005715,Vancomycin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445621544,;;;;;
NPU03624,Triiodothyronine in Plasma substance concentration,4511607,,nanomole per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727978682767,3008304,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978681292,;;;;;
NPU08555,Glucose in Plasma substance concentration,152511,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412594,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445626165,;;;;;
NPU04139,Cortisol in Plasma substance concentration,75087,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727545558435,3036481,Cortisol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545554719,;;;;;
NPU56027,Human herpesvirus 4 related antibody in Plasma arbitrary concentration,91193,,,0.37,APPROVED,EQUAL,Tomer Sagi,1727938684463,3048929,Epstein Barr virus Ab [Presence] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727938682951,;;;;;
NPU03419,Sex hormone-binding globulin in Plasma substance concentration,466931,,nanomole per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727965031783,3004248,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727965030366,;;;;;
NPU22075,Glucose in Plasma capillary Blood substance concentration,127636,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550794180,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550792627,;;;;;
NPU11037,Cow's milk antibody in Plasma arbitrary substance concentration,68511,,10Â³ international unit per litre,0.31,APPROVED,EQUAL,Tomer Sagi,1727545630018,3001488,Cow milk IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727545628480,;;;;;
NPU04177,Glucose in Plasma substance concentration,213027,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412594,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445630127,;;;;;
NPU14267,Large unstained cells in Blood number concentration,4427176,,10<sup>9</sup> per litre,0.57,APPROVED,EQUAL,Tomer Sagi,1727944073838,3023993,Large unstained cells [#/volume] in Blood,Measurement,MAPS_TO,,<auto>,1727445630530,;;;;;
NPU18005,C-peptide in Plasma fasting Patient substance concentration,150587,,picomole per litre,0.33,APPROVED,EQUAL,Tomer Sagi,1727545662781,3032836,C peptide [Moles/volume] in Serum or Plasma --fasting,Measurement,MAPS_TO,,Tomer Sagi,1727545660853,;;;;;
NPU08907,Glucose in Plasma substance concentration,91113,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412594,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445634336,;;;;;
NPU57165,Triacylglycerol lipase in Plasma catalytic-activity concentration,74062,,Unit per litre,0.52,APPROVED,EQUAL,Tomer Sagi,1727978308002,3004905,Lipase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978279932,;;;;;
NPU08552,Glucose in Plasma substance concentration,466873,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445636313,;;;;;
NPU08913,Glucose in Plasma substance concentration,67954,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445637758,;;;;;
NPU22089,Glucose in Plasma capillary Blood substance concentration,4427148,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550799485,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550798360,;;;;;
NPU19617,Food allergen antibody in Plasma arbitrary substance concentration,212231,,10Â³ international unit per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1730033778174,3004817,Food Allergen Mix 5 (Peanut+Cow milk+Egg white+Cod+Soybean+Wheat) IgE Ab [Units/volume] in Serum by Multidisk,Measurement,MAPS_TO,This one matches the list of allergens in https://www.sjukrahus.fo/um-okkum/analysuyvirlit/foedevare-antistof-fx5-ige-p,Tomer Sagi,1730032827416,;;;;;
NPU28160,Acidic ribosomal protein antibody in Plasma arbitrary substance concentration,124749,,(procedure defined unit),0.37,APPROVED,EQUAL,Tomer Sagi,1729688012946,3001199,Ribosomal P Ab [Units/volume] in Serum,Measurement,MAPS_TO,Checked PDU: https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/R/Ribosomal%20protein-IgG%20%5BRib%20P%5D%20(Plasma).pdf,Tomer Sagi,1729688010425,;;;;;
NPU08915,Glucose in Plasma substance concentration,149999,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445640493,;;;;;
NPU04140,Cortisol in Plasma substance concentration,74045,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727545563423,3036481,Cortisol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545562036,;;;;;
"NPU14532,Neutrophilocyte cytoplasma(perinuclear) antibody in Plasma arbitrary concentration,90772,,,0.38,APPROVED,INEXACT,Tomer Sagi,1730037218055,3000423,Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum by Immunofluorescence,Measurement,MAPS_TO,""answer is  0 (negativ), 1 (svag positiv), 2 (positiv) og 3 (stærk positiv) according to https://labportal.rh.dk/Labkaoversigt.asp?Id=4241 no direct LOINC equivalent - will be converted to positive or negative"",Tomer Sagi,1730036983266,";;;;;
NPU08994,Benzoylecgonine in Urine arbitrary concentration,67791,,,0.70,APPROVED,EQUAL,Tomer Sagi,1729583633062,3022755,Benzoylecgonine [Mass/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1729583617578,;;;;;
NPU03804,Body in Patient mass,149512,,kilogram,0.50,APPROVED,EQUAL,Tomer Sagi,1727537975424,3025315,Body weight,Measurement,MAPS_TO,,Tomer Sagi,1727537973813,;;;;;
NPU16393,DNA(double stranded) antibody in Plasma arbitrary substance concentration,466696,,10Â³ international unit per litre,0.29,APPROVED,EQUAL,Tomer Sagi,1727547873470,3023420,DNA double strand Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727547870976,;;;;;
NPU29057,Haemoglobin in Faeces arbitrary substance concentration,4356406,,(procedure defined unit),0.37,APPROVED,EQUAL,Tomer Sagi,1727936148653,40761554,Hemoglobin.gastrointestinal.lower [Mass/volume] in Stool by Immunoassay,Measurement,MAPS_TO,microgram/liter according to https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/H/H%C3%A6moglobin%20(F%C3%A6ces).pdf?rhKeywords=NPU29057#search=NPU29057,Tomer Sagi,1727936147366,;;;;;
NPU02190,Glucose in Cerebrospinal fluid substance concentration,210822,,millimole per litre,0.50,APPROVED,EQUAL,Tomer Sagi,1727550503310,3020044,Glucose [Moles/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,<auto>,1727445645952,;;;;;
NPU19924,Troponin T; cardiac muscle in Plasma mass concentration,123340,,microgram per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727978826200,3019800,Troponin T.cardiac [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978823660,;;;;
NPU02923,Nortriptyline in Plasma substance concentration,74035,,nanomole per litre,0.55,APPROVED,EQUAL,Tomer Sagi,1727948277931,3026926,Nortriptyline [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727948276107,;;;;;
NPU28541,Nuclear antigen antibody in Plasma arbitrary substance concentration,90279,,(procedure defined unit),0.37,APPROVED,EQUAL,Tomer Sagi,1730035610812,3052524,SCL-70 extractable nuclear IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,MAPS_TO,By https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/D/DNA%20topoisomerase1-IgG%20[Scl70]%20(Plasma).pdf,Tomer Sagi,1730035103752,;;;;;
NPU03607,Transferrin in Plasma substance concentration,4045416,,micromole per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727968467662,3002903,Transferrin [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727968466377,;;;;;
NPU53053,Fibrinogen in Plasma substance concentration,210193,,micromole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727549928627,3052964,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation.derived,Measurement,MAPS_TO,,Tomer Sagi,1727549893594,;;;;;
NPU12691,Human immunodeficiency virus 1+2 antibody in Plasma arbitrary concentration,67589,,,0.48,FLAGGED,EQUAL,Tomer Sagi,1727938796821,3011325,HIV 1+2 Ab [Presence] in Serum,Measurement,MAPS_TO,no documenation - lookup units in actual records,Tomer Sagi,1727938789275,;;;;;
NPU22121,Glucose in Plasma capillary Blood substance concentration,123065,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550804590,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550803632,;;;;;
NPU13013,Alternaria alternata antibody in Plasma arbitrary substance concentration,73755,,(procedure defined unit),0.37,APPROVED,EQUAL,Tomer Sagi,1730043263883,3038205,Alternaria alternata IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13013,Tomer Sagi,1727533739438,;;;;;
NPU19719,Carcinoembryonic antigen in Plasma mass concentration,441698,,microgram per litre,0.61,APPROVED,EQUAL,Tomer Sagi,1727543008485,3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445657445,;;;;;
NPU18848,Levetiracetam in Plasma substance concentration,100175,,micromole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727944133619,3048822,levETIRAcetam [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727944132174,;;;;;
NPU23745,Cystatin C in Plasma mass concentration,67310,,milligram per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727547407488,3030366,Cystatin C [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445659873,;;;;;
NPU03578,Thyroxine in Plasma substance concentration,4025118,,nanomole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727967005084,3014620,Thyroxine (T4) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727967004256,;;;;;
NPU03276,Protein in Cerebrospinal fluid mass concentration,207992,,gram per litre,0.46,APPROVED,EQUAL,Tomer Sagi,1727962930506,3019473,Protein [Mass/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Tomer Sagi,1727962929242,;;;;;
"NPU14531,Neutrophilocyte cytoplasma(diffuse) antibody in Plasma arbitrary concentration,90160,,,0.29,APPROVED,INEXACT,Tomer Sagi,1730037213376,3036073,Neutrophil cytoplasmic Ab.classic [Presence] in Serum,Measurement,MAPS_TO,""ansewr is  0 (negativ), 1 (svag positiv), 2 (positiv) og 3 (stærk positiv) according to https://labportal.rh.dk/Labkaoversigt.asp?Id=4241 no direct LOINC equivalent - will be converted to positive or negative"",Tomer Sagi,1730037079868,";;;;;
NPU28838,Nucleated cells in Cerebrospinal fluid number concentration,73407,,10<sup>6</sup> per litre,0.57,APPROVED,EQUAL,Tomer Sagi,1727948441597,40761570,Nucleated cells [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,<auto>,1727445662988,;;;;;
NPU10879,Dermatophagoides farinae antibody in Plasma arbitrary substance concentration,122698,,10Â³ international unit per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727547752134,3036780,American house dust mite IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727547749019,;;;;;
NPU01787,Cortisol in Plasma substance concentration,440692,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727545580494,3036481,Cortisol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545579010,;;;;;
NPU09226,Prostate-specific antigen in Prostate-specific antigen Plasma mass fraction,100088,,,0.42,APPROVED,EQUAL,Tomer Sagi,1727962419355,43055410,Prostate Specific Ag Free/Prostate specific Ag.total [Pure mass fraction] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962417696,;;;;;
NPU12534,Prostate-specific antigen in Plasma mass concentration,66974,,microgram per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727962396498,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445668113,;;;;;
NPU02322,Haemoglobin in Plasma substance concentration,90137,,micromole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727937365363,3024340,Free Hemoglobin [Moles/volume] in Plasma,Measurement,MAPS_TO,,<auto>,1727445668172,;;;;;
NPU01569,Cholesterol+ester; in VLDL in Plasma substance concentration,3434831,,millimole per litre,0.51,APPROVED,EQUAL,Tomer Sagi,1730042624633,3022487,Cholesterol in VLDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445668457,;;;;
NPU29069,Peptidyl dipeptidase A in Plasma catalytic-activity concentration,202495,,Unit per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727951715755,3034780,Angiotensin converting enzyme [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727951713659,;;;;;
NPU01945,Erythrocyte antigen in Erythrocytes Blood category,99704,,,0.54,APPROVED,EQUAL,Tomer Sagi,1727548852401,3002529,ABO group [Type] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548838473,;;;;;
NPU01945,Erythrocyte antigen in Erythrocytes Blood category,99704,,,0.54,APPROVED,EQUAL,Tomer Sagi,1727548852401,3003310,Rh [Type] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548850065,;;;;;
NPU08554,Glucose in Plasma substance concentration,72850,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445670873,;;;;;
NPU19626,Mold fungus antibody in Plasma arbitrary substance concentration,118693,,10Â³ international unit per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727946106112,3031236,Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab [Units/volume] in Serum by Multidisk,Measurement,MAPS_TO,by https://labportal.rh.dk/Labkaoversigt.asp?Id=2399,Tomer Sagi,1727946090931,;;;;;
NPU18350,Rheumatoid factor in Plasma arbitrary substance concentration,427993,,10Â³ international unit per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727963127073,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445672226,;;;;;
NPU19750,Creatine kinase MB in Plasma mass concentration,1364085,,microgram per litre,0.46,APPROVED,EQUAL,Tomer Sagi,1727545743354,3033236,Creatine kinase.MB [Mass/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727545741957,;;;;;
NPU08906,Glucose in Plasma substance concentration,66599,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445675091,;;;;;
NPU28335,Proteinase 3 antibody in Plasma arbitrary substance concentration,90095,,10Â³ international unit per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727962666798,3009445,Proteinase 3 Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727962665142,;;;;;
NPU01962,Erythrocytes in Cerebrospinal fluid number concentration,200541,,10<sup>6</sup> per litre,0.60,APPROVED,EQUAL,Tomer Sagi,1727549180011,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Tomer Sagi,1727549178165,;;;;;
NPU28639,Immunoglobulin G in Plasma mass concentration,72842,,gram per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727940225988,3047185,IgG [Mass/volume] in Urine,Measurement,MAPS_TO,,<auto>,1727445678099,;;;;;
NPU19829,Insulin-like growth factor I in Plasma mass concentration,117979,,microgram per litre,0.68,APPROVED,EQUAL,Tomer Sagi,1727940322878,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727940320567,;;;;;
NPU08558,Glucose in Plasma substance concentration,99384,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445679387,;;;;;
NPU01135,Plasma—Aldosterone; substance concentration = ? picomole per litre,57448,,picomole per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727953178372,3001788,Aldosterone [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727953176933,;;;;
NPU19788,Haptoglobin in Plasma mass concentration,1362593,,gram per litre,0.59,APPROVED,EQUAL,Tomer Sagi,1727937506207,3012336,Haptoglobin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727937505386,;;;;;
NPU12223,Plasma—Parvovirus B-19 antibody(Immunoglobulin G); arbitrary concentration(procedure) = ?,57437,,,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961922924,3006410,Parvovirus B19 IgG Ab [Presence] in Serum,Measurement,MAPS_TO,by https://www.ssi.dk/produkter-og-ydelser/diagnostik/diagnostiskhaandbog/h/222,Tomer Sagi,1727961916909,;;;;
NPU03411,Patient—Ejaculatory abstinence; duration = ? day,57181,,day,0.00,APPROVED,EQUAL,Tomer Sagi,1727951541683,37174411,Number of days abstinence prior to semen sample production,Measurement,MAPS_TO,no specific ,Tomer Sagi,1727951536584,;;;;
NPU03229,Potassium ion in Patient Urine substance rate,89988,,millimole per day,0.34,APPROVED,EQUAL,Tomer Sagi,1727962122138,3016330,Potassium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Tomer Sagi,1727962118897,;;;;;
NPU10324,Urine sampling in Patient duration,111011,,minute,0.50,APPROVED,EQUAL,Tomer Sagi,1727980420954,3016750,Collection duration of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727980415179,;;;;;
NPU58158,Plasma—Mold fungus antibody(Immunoglobulin E); arbitrary substance concentration((m1; m2; m3; m6);procedure) = ?,57061,,(procedure defined unit),0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961804604,3031236,Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab [Units/volume] in Serum by Multidisk,Measurement,MAPS_TO,,Tomer Sagi,1727961803224,
NPU28718,Pancreatic elastase I in Faeces mass fraction,66473,,10<sup>-6</sup>,0.33,APPROVED,EQUAL,Tomer Sagi,1727951324261,3000570,Elastase.pancreatic [Mass/mass] in Stool,Measurement,MAPS_TO,,<auto>,1727445683695,;;;;;
NPU10996,Plasma—Egg white antibody(Immunoglobulin E); arbitrary substance concentration(IRP 75/502;f1;procedure) = ? 10³ international unit per litre,56933,,10Â³ international unit per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727954213076,3014599,Egg white IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727954211348,;;
NPU04927,Urine—3/4-Methylenedioxyamphetamine; arbitrary concentration(procedure) = ?,56751,,,0.00,APPROVED,EQUAL,Tomer Sagi,1727980335068,3029115,Methylenedioxyamphetamine [Presence] in Urine,Measurement,MAPS_TO,by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU04927,Tomer Sagi,1727980332778,;;;;
NPU08553,Glucose in Plasma substance concentration,117948,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445687020,;;;;;
NPU28911,Plasma—Cardiolipin antibody(Immunoglobulin G); arbitrary substance concentration(IRP 67/086;procedure) = ? 10³ international unit per litre,56690,,10Â³ international unit per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727953907986,3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,MAPS_TO,,Tomer Sagi,1727953853487,;;;
NPU03835,Haemoglobin A1c in Haemoglobin Fe; Blood substance fraction,1309204,,,0.55,APPROVED,EQUAL,Tomer Sagi,1727550917714,42869630,Hemoglobin A1c/Hemoglobin.total [Pure mass fraction] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727550862623,;;;;
NPU01785,Corticotropin in Plasma substance concentration,99026,,picomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727545523414,3035963,Corticotropin [Moles/volume] in Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545520159,;;;;;
NPU04549,Urine—Tramadol; arbitrary concentration(procedure) = ?,56556,,,0.00,APPROVED,EQUAL,Tomer Sagi,1727980508535,3045284,traMADol [Presence] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727980505976,;;;;
NPU17156,Plasma(cord Blood;venous Blood)—Oxygen(O2); gas tension(37 °C) = ? kilopascal,55942,,kilopascal,0.00,APPROVED,EQUAL,Tomer Sagi,1727952034177,3030441,Oxygen [Partial pressure] adjusted to patient's actual temperature in Venous cord blood,Measurement,MAPS_TO,,Tomer Sagi,1727952030244,;;;
NPU01683,Coagulation; thrombin-induced in Plasma time,66306,,second,0.51,APPROVED,EQUAL,Tomer Sagi,1727545081024,3005080,Thrombin time in Control Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1727445690307,;;;;
NPU03007,Oxygen in Air specification volume fraction,805490,,,0.46,APPROVED,INEXACT,Tomer Sagi,1730041583679,42869590,Oxygen/Gas total [Pure volume fraction] Inhaled gas,Measurement,MAPS_TO,No procedure page for this code so unclear which air is measured here. ,Tomer Sagi,1727949652136,;;;;;
NPU28833,Oxyhaemoglobin in Haemoglobin Fe; total; central venous blood substance fraction,109436,,,0.65,APPROVED,EQUAL,Tomer Sagi,1727951310196,1616855,Fractional oxyhemoglobin in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445691464,;;;
NPU22086,Plasma(capillary Blood)—Glucose; substance concentration(Time of day 07) = ?,55550,,millimole per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727951896731,40762874,Glucose [Moles/volume] in Capillary blood by Glucometer --7 AM specimen,Measurement,MAPS_TO,,Tomer Sagi,1727951894945,;;;;
NPU19578,Plasma—3-Methoxynoradrenalinium; substance concentration = ? nanomole per litre,55386,,nanomole per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727953110951,3026179,Normetanephrine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727953109184,;;;;
NPU14137,Plasma—Cytomegalovirus antibody(Immunoglobulin G); arbitrary concentration(procedure) = ?,55366,,,0.00,APPROVED,EQUAL,Tomer Sagi,1730059249478,3012887,Cytomegalovirus IgG Ab [Presence] in Serum or Plasma by Immunoassay,Measurement,MAPS_TO,reported as pos/neg by https://labportal.rh.dk/LabPortal.asp?Mode=View&Id=4045,Tomer Sagi,1727954162548,;;;;
NPU13041,Birch antibody in Plasma arbitrary substance concentration,285209,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1730043954223,3034683,White Birch IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kiU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13041,Tomer Sagi,1730043916928,;;;;;
