source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Drug 77652,0,VNR,MEDIKINET CR (30 MG ),40221126,RxNorm,2024-05-13,,
Drug 162784,0,VNR,ROCILIN (500.000 IE ),40067083,RxNorm,2024-05-13,,
Drug 431985,0,VNR,DIPROSALIC (05+20 MG/G ),21128884,RxNorm Extension,2024-05-13,,
Drug 475921,0,VNR,HUMALOG PEN (100 E/ML ),1146368,RxNorm,2024-05-13,,
Drug 425905,0,VNR,"PREDNISOLON ""DAK"" (25 MG )",1550572,RxNorm,2024-05-13,,
Drug 125342,0,VNR,"BAKLOFEN ""2CARE4"" (10 MG )",715235,RxNorm,2024-05-13,,
Drug 464861,0,VNR,FUCIBET (1 + 20 MG/G ),40131262,RxNorm,2024-05-13,,
Drug 25053,0,VNR,BURANA (600 MG ),19019073,RxNorm,2024-05-13,,
Drug 32822,0,VNR,OZEMPIC (025 MG ),994760,RxNorm Extension,2024-05-13,,
Drug 9707,0,VNR,PANAM RETARD (500 MG ),40005659,RxNorm,2024-05-13,,
Drug 108407,0,VNR,"NORETISTERON ""DAK"" (5 MG )",40224822,RxNorm,2024-05-13,,
Drug 135441,0,VNR,"PRAVASTATIN ""SANDOZ"" (40 MG )",40175400,RxNorm,2024-05-13,,
Drug 465977,0,VNR,"SIMVASTATIN ""MYLAN"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 10531,0,VNR,OXIS TURBUHALER (45 MIKROGRAM/DOSIS ),1356191,RxNorm,2024-05-13,,
Drug 75309,0,VNR,VERALOC (40 MG ),40171905,RxNorm,2024-05-13,,
Drug 586003,0,VNR,OXYLAN DEPOT (5 MG ),40232753,RxNorm,2024-05-13,,
Drug 50614,0,VNR,LYRICA (225 MG ),734400,RxNorm,2024-05-13,,
Drug 57975,0,VNR,FUCIDIN-HYDROCORTISON (10+20 MG/G ),40131789,RxNorm,2024-05-13,,
Drug 508350,0,VNR,"PREGABALIN ""KRKA"" (150 MG )",19112670,RxNorm,2024-05-13,,
Drug 453423,0,VNR,"KALIUMKLORID ""PS"" (75 MG/ML )",21135457,RxNorm Extension,2024-05-13,,
Drug 592121,0,VNR,LANZO (30 MG ),929889,RxNorm,2024-05-13,,
Drug 141684,0,VNR,YAZ (3 MG+002 MG ),19124099,RxNorm,2024-05-13,,
Drug 135130,0,VNR,MG,40057961,RxNorm,2024-05-13,,
Drug 578815,0,VNR,TOLMIN (30 MG ),19007740,RxNorm,2024-05-13,,
Drug 152348,0,VNR,FELDEN (05% ),40078259,RxNorm,2024-05-13,,
Drug 464528,0,VNR,BENALIV (50 MIKROGRAM/DOSIS ),1831827,RxNorm Extension,2024-05-13,,
Drug 118125,0,VNR,PREPULSID (10 MG ),932197,RxNorm,2024-05-13,,
Drug 45583,0,VNR,ORFIRIL LONG (150 MG ),42483374,RxNorm Extension,2024-05-13,,
Drug 480206,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG/DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 38448,0,VNR,MG,40071301,RxNorm,2024-05-13,,
Drug 171977,0,VNR,"VENLAFAXIN ""1A FARMA"" (75 MG )",19103819,RxNorm,2024-05-13,,
Drug 540072,0,VNR,"ATORVASTATIN ""1A FARMA"" (20 MG )",19123592,RxNorm,2024-05-13,,
Drug 25496,0,VNR,TORVAST (20 MG ),19123592,RxNorm,2024-05-13,,
Drug 9998,0,VNR,MG,40071301,RxNorm,2024-05-13,,
Drug 411505,0,VNR,"ROXITHROMYCIN ""ORIFARM"" (300 MG )",19063876,RxNorm,2024-05-13,,
Drug 370212,0,VNR,MIRENA (20 MIKROG./24 TIMER ),21119300,RxNorm Extension,2024-05-13,,
Drug 584791,0,VNR,"VENLAFAXIN ""HEXAL"" (375 MG )",19134632,RxNorm,2024-05-13,,
Drug 48616,0,VNR,"CARVEDILOL ""KRKA"" (3125 MG )",1346990,RxNorm,2024-05-13,,
Drug 157016,0,VNR,TETRALYSAL (150 MG ),19062261,RxNorm,2024-05-13,,
Drug 20741,0,VNR,"OMEPRAZOL ""RECEPT"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 400368,0,VNR,MG,44785834,RxNorm,2024-05-13,,
Drug 83373,0,VNR,"LAMOTRIGIN ""1A FARMA"" (50 MG )",705152,RxNorm,2024-05-13,,
Drug 14343,0,VNR,NEXIUM (20 MG ),904457,RxNorm,2024-05-13,,
Drug 15389,0,VNR,"CITALOPRAM ""ACTAVIS"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 421821,0,VNR,"IMIPRAMIN ""DAK"" (10 MG )",778357,RxNorm,2024-05-13,,
Drug 458227,0,VNR,"LERCANIDIPINHYDROCHLORID ""RIVOPHARM"" (10 MG )",19017656,RxNorm,2024-05-13,,
Drug 505867,0,VNR,KENALOG MED SALICYLSYRE (NA ),916460,RxNorm,2024-05-13,,
Drug 505867,0,VNR,KENALOG MED SALICYLSYRE (NA ),964407,RxNorm,2024-05-13,,
Drug 505867,0,VNR,KENALOG MED SALICYLSYRE (NA ),903963,RxNorm,2024-05-13,,
Drug 24991,0,VNR,BURANA (600 MG ),19019073,RxNorm,2024-05-13,,
Drug 47159,0,VNR,"SOTALOL ""MYLAN"" (40 MG )",40173995,RxNorm,2024-05-13,,
Drug 520239,0,VNR,VIAGRA (25 MG ),1316268,RxNorm,2024-05-13,,
Drug 598949,0,VNR,IMADRAX (500 MG ),19073188,RxNorm,2024-05-13,,
Drug 66424,0,VNR,"CITALOPRAM ""HEXAL"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 153445,0,VNR,VILAN (10 MG ),1235254,RxNorm Extension,2024-05-13,,
Drug 16216,0,VNR,"FELODIPIN ""HEXAL"" (5 MG )",1353818,RxNorm,2024-05-13,,
Drug 593588,0,VNR,"OMEPRAZOLE ""TEVA"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 128045,0,VNR,SALOFALK (1 G ),40062560,RxNorm,2024-05-13,,
Drug 122049,0,VNR,"SUMATRIPTAN ""AUROBINDO"" (100 MG )",19079711,RxNorm,2024-05-13,,
Drug 115375,0,VNR,CENTYL MITE MED KALIUMKLORID (125+573 MG ),40011852,RxNorm,2024-05-13,,
Drug 488271,0,VNR,"DIAZEPAM ""DAK"" (2 MG )",19018909,RxNorm,2024-05-13,,
Drug 9935,0,VNR,PULMICORT TURBUHALER (400 MIKROGRAM/DOSIS ),36813122,RxNorm Extension,2024-05-13,,
Drug 186710,0,VNR,"FINASTERIDE ""TEVA"" (1 MG )",19023231,RxNorm,2024-05-13,,
Drug 598757,0,VNR,"MORFIN ""DAK"" (10 MG )",40169894,RxNorm,2024-05-13,,
Drug 129098,0,VNR,ZYPREXA (75 MG ),19079155,RxNorm,2024-05-13,,
Drug 127495,0,VNR,"AMLODIPIN ""SANDOZ"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 156642,0,VNR,"IBUPROFEN ""ARISTO"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 185136,0,VNR,"ISOSORBIDMONONITRAT ""2CARE4"" (60 MG )",1383862,RxNorm,2024-05-13,,
Drug 160128,0,VNR,FLIXOTIDE (125 MIKROGRAM/DOSIS ),2070702,RxNorm Extension,2024-05-13,,
Drug 9408,0,VNR,"RANITIDIN ""RATIOPHARM"" (300 MG )",961082,RxNorm,2024-05-13,,
Drug 105217,0,VNR,"KLORAMFENIKOL ""ORIFARM"" (10 MG/G )",40023482,RxNorm,2024-05-13,,
Drug 571728,0,VNR,MYRLOSAR COMP (50+125 MG ),40184187,RxNorm,2024-05-13,,
Drug 19312,0,VNR,"CIPROFLOXACIN ""HEXAL"" (500 MG )",19075380,RxNorm,2024-05-13,,
Drug 371609,0,VNR,KLYX (1 + 250 MG/ML ),2936520,RxNorm Extension,2024-05-13,,
Drug 136986,0,VNR,BISOCOR (10 MG ),40162867,RxNorm,2024-05-13,,
Drug 495127,0,VNR,APROVEL (150 MG ),19022948,RxNorm,2024-05-13,,
Drug 145833,0,VNR,"ZOPICLONE ""GRINDEKS"" (75 MG )",19044885,RxNorm,2024-05-13,,
Drug 24838,0,VNR,"MIRTAZAPIN ""ORION"" (15 MG )",19070747,RxNorm,2024-05-13,,
Drug 446678,0,VNR,"ATORVASTATIN ""1A FARMA"" (80 MG )",1545959,RxNorm,2024-05-13,,
Drug 137455,0,VNR,TRILAFON (2 MG ),19019529,RxNorm,2024-05-13,,
Drug 101012,0,VNR,"ZOLPIDEM ""AUROBINDO"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 37687,0,VNR,"ALENDRONAT ""MYLAN"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 400143,0,VNR,LOPID (300 MG ),19080792,RxNorm,2024-05-13,,
Drug 137385,0,VNR,"ATENOLOL ""ORIFARM"" (25 MG )",19018811,RxNorm,2024-05-13,,
Drug 473512,0,VNR,PINEX (500 MG ),19020053,RxNorm,2024-05-13,,
Drug 383810,0,VNR,CAPTOL (50 MG ),19074673,RxNorm,2024-05-13,,
Drug 413047,0,VNR,CARDURAN RETARD (4 MG ),1363086,RxNorm,2024-05-13,,
Drug 542474,0,VNR,ESTROGEL (06 MG/G ),40037560,RxNorm,2024-05-13,,
Drug 505046,0,VNR,"MORFIN ""ALTERNOVA"" (10 MG )",40169894,RxNorm,2024-05-13,,
Drug 149518,0,VNR,HIRUDOID (3 MG/G ),40047405,RxNorm,2024-05-13,,
Drug 19538,0,VNR,MOXONAT (04 MG ),19063072,RxNorm,2024-05-13,,
Drug 5910,0,VNR,DIOVAN (80 MG ),1308851,RxNorm,2024-05-13,,
Drug 584722,0,VNR,MANDOLGIN RETARD (150 MG ),19134123,RxNorm,2024-05-13,,
Drug 23868,0,VNR,"METOPROLOLSUCCINAT ""1A FARMA"" (100 MG )",40167200,RxNorm,2024-05-13,,
Drug 23454,0,VNR,HYPOLOC (5 MG ),19101573,RxNorm,2024-05-13,,
Drug 375556,0,VNR,MOVICOL CHOKOLADE (NA ),35603159,RxNorm,2024-05-13,,
Drug 6617,0,VNR,"GABAPENTIN ""ACTAVIS"" (400 MG )",19077549,RxNorm,2024-05-13,,
Drug 96958,0,VNR,TRIATEC (10 MG ),1334494,RxNorm,2024-05-13,,
Drug 91778,0,VNR,IBUMAX (600 MG ),19019073,RxNorm,2024-05-13,,
Drug 457139,0,VNR,DOLOL RETARD UNO (150 MG ),19134122,RxNorm,2024-05-13,,
Drug 564059,0,VNR,"ALFUZOSIN ""SANDOZ"" (10 MG )",40164024,RxNorm,2024-05-13,,
Drug 21402,0,VNR,SINGULAIR (5 MG ),1154195,RxNorm,2024-05-13,,
Drug 20081,0,VNR,"SKOPOLAMIN ""OPHTHA"" (02% )",40079585,RxNorm,2024-05-13,,
Drug 434643,0,VNR,ZOLT (30 MG ),929889,RxNorm,2024-05-13,,
Drug 46833,0,VNR,"SUMATRIPTAN ""MYLAN"" (100 MG )",19079711,RxNorm,2024-05-13,,
Drug 143637,0,VNR,"QUETIAPIN ""SANDOZ"" (100 MG )",766819,RxNorm,2024-05-13,,
Drug 124903,0,VNR,IBUMAX (400 MG ),19019072,RxNorm,2024-05-13,,
Drug 51243,0,VNR,MG,40056523,RxNorm,2024-05-13,,
Drug 26076,0,VNR,FEM-MONO RETARD (60 MG ),1383862,RxNorm,2024-05-13,,
Drug 132163,0,VNR,"CARVEDILOL ""TEVA"" (3125 MG )",1346990,RxNorm,2024-05-13,,
Drug 126375,0,VNR,FLUTIN (20 MG ),19077463,RxNorm,2024-05-13,,
Drug 170183,0,VNR,DELEPSINE (60 MG/ML ),36884836,RxNorm Extension,2024-05-13,,
Drug 17453,0,VNR,AMLOKAMMAN (5 MG ),1332419,RxNorm,2024-05-13,,
Drug 504266,0,VNR,OVESTIN (1 MG ),19061586,RxNorm,2024-05-13,,
Drug 572716,0,VNR,GABAPENSTAD (300 MG ),19077548,RxNorm,2024-05-13,,
Drug 84528,0,VNR,"OLOPATADIN ""ORIFARM"" (1 MG/ML )",40240035,RxNorm,2024-05-13,,
Drug 428896,0,VNR,DUACT (60 + 8 MG ),40239945,RxNorm,2024-05-13,,
Drug 12831,0,VNR,TETRALYSAL (300 MG ),19092354,RxNorm,2024-05-13,,
Drug 49790,0,VNR,"SILDENAFIL ""TEVA"" (25 MG )",1316268,RxNorm,2024-05-13,,
Drug 167072,0,VNR,PERILAX (5 MG ),19074247,RxNorm,2024-05-13,,
Drug 377242,0,VNR,KLACID (500 MG ),1750562,RxNorm,2024-05-13,,
Drug 5793,0,VNR,UNILOC (25 MG ),19018811,RxNorm,2024-05-13,,
Drug 14941,0,VNR,OXIS TURBOHALER (9 MIKROGRAM/DOSIS ),35136428,RxNorm Extension,2024-05-13,,
Drug 100807,0,VNR,"PREGABALIN ""KRKA"" (25 MG )",734360,RxNorm,2024-05-13,,
Drug 74261,0,VNR,"LANSOPRAZOL ""ORIFARM"" (15 MG )",929953,RxNorm,2024-05-13,,
Drug 76713,0,VNR,"GLUCOSAMIN ""COPYFARM"" (400 MG )",42708329,RxNorm,2024-05-13,,
Drug 393798,0,VNR,METOMYLAN (50 MG ),40167216,RxNorm,2024-05-13,,
Drug 149377,0,VNR,MG,40071301,RxNorm,2024-05-13,,
Drug 152517,0,VNR,"VENLAFAXIN ""HEXAL"" (150 MG )",19103820,RxNorm,2024-05-13,,
Drug 562074,0,VNR,PLENDIL (5 MG ),1353818,RxNorm,2024-05-13,,
Drug 24780,0,VNR,"ALENDRONAT ""RATIOPHARM"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 20628,0,VNR,CIPRAMIL (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 381342,0,VNR,"CITALOPRAM ""MYLAN"" (30 MG )",44084623,RxNorm Extension,2024-05-13,,
Drug 7030,0,VNR,"ACICLOVIR ""HEXAL"" (200 MG )",1703745,RxNorm,2024-05-13,,
Drug 141063,0,VNR,NEVANAC (1 MG/ML ),19121303,RxNorm,2024-05-13,,
Drug 504502,0,VNR,LOCOID LIPID (01% ),40049748,RxNorm,2024-05-13,,
Drug 420628,0,VNR,DOLOL RETARD UNO (100 MG ),19134120,RxNorm,2024-05-13,,
Drug 398604,0,VNR,"METFORMIN ""AUROBINDO"" (1000 MG )",40164897,RxNorm,2024-05-13,,
Drug 482457,0,VNR,TREO (500+50 MG ),43159704,RxNorm Extension,2024-05-13,,
Drug 434233,0,VNR,SIRDALUD RETARD (12 MG ),21062201,RxNorm Extension,2024-05-13,,
Drug 74639,0,VNR,OVITRELLE (250 MIKROGRAM ),44123627,RxNorm Extension,2024-05-13,,
Drug 11222,0,VNR,VEPICOMBIN NOVUM (500.000 IE ),40067083,RxNorm,2024-05-13,,
Drug 90263,0,VNR,PONDOCILLIN (500 MG ),19006427,RxNorm,2024-05-13,,
Drug 76103,0,VNR,"METOPROLOLSUCCINAT ""ORION"" (50 MG )",40167216,RxNorm,2024-05-13,,
Drug 101386,0,VNR,CLARITYN (1 MG/ML ),1107884,RxNorm,2024-05-13,,
Drug 40423,0,VNR,TAMSIN (04 MG ),587557,RxNorm Extension,2024-05-13,,
Drug 174624,0,VNR,"SUMATRIPTAN ""ACCORD"" (50 MG )",1140650,RxNorm,2024-05-13,,
Drug 108124,0,VNR,"LOSARTAN/HYDROCHLOROTHIAZIDE ""TEVA"" (100+125 MG )",40184184,RxNorm,2024-05-13,,
Drug 79833,0,VNR,"RAMIPRIL ""STADA"" (10 MG )",19102170,RxNorm,2024-05-13,,
Drug 56551,0,VNR,HIRUDOID (3 MG/G ),40047405,RxNorm,2024-05-13,,
Drug 67025,0,VNR,FLEMOXIN SOLUTAB (125 MG ),40009467,RxNorm,2024-05-13,,
Drug 8452,0,VNR,"CITALOPRAM ""ARROW"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 8903,0,VNR,EMADINE (05 MG/ML ),19076801,RxNorm,2024-05-13,,
Drug 553975,0,VNR,ROXIMSTAD (300 MG ),19063876,RxNorm,2024-05-13,,
Drug 382531,0,VNR,ZOCOR (40 MG ),1539407,RxNorm,2024-05-13,,
Drug 117820,0,VNR,ADALAT OROS (60 MG ),1719008,RxNorm,2024-05-13,,
Drug 97106,0,VNR,"LAMOTRIGIN ""ACTAVIS"" (25 MG )",19069199,RxNorm,2024-05-13,,
Drug 394726,0,VNR,OXIS TURBUHALER (45 MIKROGRAM/DOSIS ),1356191,RxNorm,2024-05-13,,
Drug 59951,0,VNR,"SIMVASTATIN ""ORION"" (10 MG )",1539463,RxNorm,2024-05-13,,
Drug 8295,0,VNR,AMLOMAS (10 MG ),19073093,RxNorm,2024-05-13,,
Drug 39388,0,VNR,VIBRADOX (200 MG ),1738578,RxNorm,2024-05-13,,
Drug 190696,0,VNR,"PREGABALIN ""MEDICAL VALLEY"" (25 MG )",734360,RxNorm,2024-05-13,,
Drug 178223,0,VNR,XARELTO (10 MG ),40241333,RxNorm,2024-05-13,,
Drug 81330,0,VNR,KLOMENTAN (100 MG ),40185276,RxNorm,2024-05-13,,
Drug 2064,0,VNR,KEZORAL (2% (20 MG/G) ),40048392,RxNorm,2024-05-13,,
Drug 434534,0,VNR,PROLIA (60 MG/ML ),40222446,RxNorm,2024-05-13,,
Drug 6787,0,VNR,"LISINOPRIL ""ACTAVIS"" (5 MG )",1308251,RxNorm,2024-05-13,,
Drug 5645,0,VNR,ZOMIG (25 MG ),19023301,RxNorm,2024-05-13,,
Drug 82170,0,VNR,"ACICLOVIR ""2CARE4"" (200 MG )",1703745,RxNorm,2024-05-13,,
Drug 48588,0,VNR,ELIQUIS (5 MG ),43013030,RxNorm,2024-05-13,,
Drug 67059,0,VNR,"LOSARTANKALIUM/HYDROCHLORTHIAZID ""ACTAVIS"" (50 MG+125 MG )",40184187,RxNorm,2024-05-13,,
Drug 93260,0,VNR,IMIGRAN (12 MG/ML ),44109696,RxNorm Extension,2024-05-13,,
Drug 48689,0,VNR,"RISPERIDON ""SANDOZ"" (1 MG )",19079462,RxNorm,2024-05-13,,
Drug 419465,0,VNR,FLUNIPAM (2 MG ),19055226,RxNorm,2024-05-13,,
Drug 8251,0,VNR,REDAP (1 MG/G ),40091872,RxNorm,2024-05-13,,
Drug 38234,0,VNR,GEBIPENEURIN (300 MG ),19077548,RxNorm,2024-05-13,,
Drug 571034,0,VNR,DIPRODERM (005 % ),40019108,RxNorm,2024-05-13,,
Drug 117289,0,VNR,"AZATHIOPRIN ""ORIFARM"" (50 MG )",19014880,RxNorm,2024-05-13,,
Drug 7797,0,VNR,ELOCOM (01% ),40132039,RxNorm,2024-05-13,,
Drug 56183,0,VNR,BRILIQUE (90 MG ),40241188,RxNorm,2024-05-13,,
Drug 88781,0,VNR,CETIPRIN NOVUM (200 MG ),19064288,RxNorm,2024-05-13,,
Drug 477631,0,VNR,DIPROSPAN (7 MG/ML ),920458,RxNorm,2024-05-13,,
Drug 477631,0,VNR,DIPROSPAN (7 MG/ML ),920458,RxNorm,2024-05-13,,
Drug 180646,0,VNR,PRAVACHOL (20 MG ),40175394,RxNorm,2024-05-13,,
Drug 128777,0,VNR,TREO (500+50 MG ),43159704,RxNorm Extension,2024-05-13,,
Drug 66033,0,VNR,"CIPROFLOXACIN ""KRKA"" (500 MG )",19075380,RxNorm,2024-05-13,,
Drug 153536,0,VNR,SPORANOX (100 MG ),19078728,RxNorm,2024-05-13,,
Drug 556792,0,VNR,"DOXYCYCLIN ""ORIFARM"" (100 MG )",46233710,RxNorm,2024-05-13,,
Drug 20586,0,VNR,EGAZIL (02 MG ),40052645,RxNorm,2024-05-13,,
Drug 513200,0,VNR,ALPROX (1 MG ),781062,RxNorm,2024-05-13,,
Drug 193745,0,VNR,TOBRADEX (1+3 MG/ML ),40027458,RxNorm,2024-05-13,,
Drug 160852,0,VNR,ATROVENT (21 MIKROGRAM/DOSIS ),36069177,RxNorm Extension,2024-05-13,,
Drug 414920,0,VNR,PROPAL (40 MG ),40163342,RxNorm,2024-05-13,,
Drug 20911,0,VNR,"SERTRALIN ""RANBAXY"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 553709,0,VNR,PERMADOZE ORAL (1 MG ),19075953,RxNorm,2024-05-13,,
Drug 536433,0,VNR,FORILIN (300 MG ),19063876,RxNorm,2024-05-13,,
Drug 184963,0,VNR,IPREN (200 MG ),19078461,RxNorm,2024-05-13,,
Drug 30577,0,VNR,ADALAT OROS (30 MG ),1719007,RxNorm,2024-05-13,,
Drug 568722,0,VNR,"PREGABALIN ""ACCORD"" (75 MG )",19112671,RxNorm,2024-05-13,,
Drug 88112,0,VNR,ABBOTICIN (100 MG/ML ),1747241,RxNorm,2024-05-13,,
Drug 84267,0,VNR,BETNOVATE (1 MG/G ),40019108,RxNorm,2024-05-13,,
Drug 193921,0,VNR,"METHADON ""ALTERNOVA"" (5 MG )",40166362,RxNorm,2024-05-13,,
Drug 81066,0,VNR,"CITALOPRAM ""SANDOZ"" (30 MG )",44084623,RxNorm Extension,2024-05-13,,
Drug 12524,0,VNR,MILDIN (10 MG ),1107882,RxNorm,2024-05-13,,
Drug 93687,0,VNR,"METFORMIN ""TEVA"" (1000 MG )",40164897,RxNorm,2024-05-13,,
Drug 195177,0,VNR,"DESOGESTREL ""STADA"" (75 MIKROGRAM )",19101869,RxNorm,2024-05-13,,
Drug 188338,0,VNR,HYPROSAN (32 MG/ML ),19101540,RxNorm,2024-05-13,,
Drug 16318,0,VNR,LYRICA (75 MG ),19112671,RxNorm,2024-05-13,,
Drug 464720,0,VNR,FLIXONASE (1 MG/ML ),40058407,RxNorm,2024-05-13,,
Drug 156154,0,VNR,VAGIFEM (25 MIKG ),783424,RxNorm Extension,2024-05-13,,
Drug 507347,0,VNR,SPARKAL (50 + 5 MG ),36884800,RxNorm Extension,2024-05-13,,
Drug 86552,0,VNR,"LANSOPRAZOL ""ACTAVIS"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 540989,0,VNR,COSOPT (20+5 MG/ML ),40057968,RxNorm,2024-05-13,,
Drug 198688,0,VNR,"OXYCODONHYDROCHLORID ""G.L."" (5 MG )",792366,RxNorm,2024-05-13,,
Drug 26344,0,VNR,FLEMOXIN SOLUTAB (500 MG ),19063885,RxNorm,2024-05-13,,
Drug 180008,0,VNR,RELTEBON DEPOT (10 MG ),1718702,RxNorm,2024-05-13,,
Drug 469007,0,VNR,GLIBENESE (5 MG ),19077638,RxNorm,2024-05-13,,
Drug 80033,0,VNR,PROCTOSEDYL (NA ),42903834,RxNorm,2024-05-13,,
Drug 80033,0,VNR,PROCTOSEDYL (NA ),923840,RxNorm,2024-05-13,,
Drug 80033,0,VNR,PROCTOSEDYL (NA ),19056694,RxNorm,2024-05-13,,
Drug 80033,0,VNR,PROCTOSEDYL (NA ),975125,RxNorm,2024-05-13,,
Drug 574264,0,VNR,JANUMET (50 MG/1000 MG ),40866380,RxNorm Extension,2024-05-13,,
Drug 61212,0,VNR,CLOPIXOL (10 MG ),19010890,RxNorm,2024-05-13,,
Drug 388390,0,VNR,PANCILLIN (15 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 535617,0,VNR,CANESTEN (500 MG ),783329,RxNorm Extension,2024-05-13,,
Drug 134120,0,VNR,"METRONIDAZOL ""2CARE4"" (1% )",40062637,RxNorm,2024-05-13,,
Drug 525188,0,VNR,MODIODAL (100 MG ),19067230,RxNorm,2024-05-13,,
Drug 451989,0,VNR,CIPRAMIL (30 MG ),44084623,RxNorm Extension,2024-05-13,,
Drug 85969,0,VNR,TELFAST (120 MG ),40223807,RxNorm,2024-05-13,,
Drug 36145,0,VNR,TILCOTIL (20 MG ),19008188,RxNorm,2024-05-13,,
Drug 20713,0,VNR,"OMEPRAZOL ""RECEPT"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 126920,0,VNR,VALAXONA (2 MG ),19018909,RxNorm,2024-05-13,,
Drug 385344,0,VNR,DERMOVAT (05 MG/G ),40109001,RxNorm,2024-05-13,,
Drug 7155,0,VNR,CRESTOR (20 MG ),40165253,RxNorm,2024-05-13,,
Drug 390947,0,VNR,"BISOPROLOL ""KRKA"" (5 MG )",40162878,RxNorm,2024-05-13,,
Drug 45078,0,VNR,"ALFUZOSIN ""STADA"" (10 MG )",40164024,RxNorm,2024-05-13,,
Drug 515049,0,VNR,EDRONAX (4 MG ),19084694,RxNorm,2024-05-13,,
Drug 89847,0,VNR,"CIMETIDIN ""HEXAL"" (200 MG )",19018873,RxNorm,2024-05-13,,
Drug 109150,0,VNR,"PANTOPRAZOL ""PENSA"" (40 MG )",19080217,RxNorm,2024-05-13,,
Drug 421,0,VNR,ATACAND ZID 16 MG/125 MG (16+125 MG ),974702,RxNorm,2024-05-13,,
Drug 468546,0,VNR,TRIMOPAN (10 MG/ML ),19010210,RxNorm,2024-05-13,,
Drug 36021,0,VNR,"AMLODIPIN ""AUROBINDO"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 26925,0,VNR,"MEMANTINE ""RATIOPHARM"" (20 MG )",40222850,RxNorm,2024-05-13,,
Drug 45713,0,VNR,SPIRIVA (18 MIKROGRAM ),19112761,RxNorm,2024-05-13,,
Drug 141994,0,VNR,"NAPROXEN ""MYLAN"" (500 MG )",19019273,RxNorm,2024-05-13,,
Drug 536425,0,VNR,FORILIN (300 MG ),19063876,RxNorm,2024-05-13,,
Drug 484238,0,VNR,PROPECIA (1 MG ),19023231,RxNorm,2024-05-13,,
Drug 380526,0,VNR,"METHYLPHENIDATE ""ACTAVIS"" (18 MG )",964275,RxNorm,2024-05-13,,
Drug 479486,0,VNR,"OXYCODONHYDROCHLORID ""G.L."" (5 MG )",792366,RxNorm,2024-05-13,,
Drug 552989,0,VNR,FARMIDUR (60 MG ),1383862,RxNorm,2024-05-13,,
Drug 13707,0,VNR,XYLOCAIN UKONSERVERET (2% ),40000233,RxNorm,2024-05-13,,
Drug 493148,0,VNR,PRAVACHOL (20 MG ),40175394,RxNorm,2024-05-13,,
Drug 488455,0,VNR,"ESOMEPRAZOL ""MYLAN"" (40 MG )",19123105,RxNorm,2024-05-13,,
Drug 22103,0,VNR,LOMUDAL (20 MG/ML ),19115124,RxNorm,2024-05-13,,
Drug 34983,0,VNR,VOLTAREN OPHTHA (1 MG/ML ),40162320,RxNorm,2024-05-13,,
Drug 509935,0,VNR,"KLOROKINFOSFAT ""DAK"" (250 MG )",40241955,RxNorm,2024-05-13,,
Drug 448779,0,VNR,TIMPILO FORTE (40 + 5 MG/ML ),40076049,RxNorm,2024-05-13,,
Drug 546531,0,VNR,MARPLAN (10 MG ),19004819,RxNorm,2024-05-13,,
Drug 141096,0,VNR,"CANDESARTAN ""ORION"" (8 MG )",1351559,RxNorm,2024-05-13,,
Drug 65479,0,VNR,"TOPIRAMAT ""ACTAVIS"" (25 MG )",742303,RxNorm,2024-05-13,,
Drug 560193,0,VNR,CAPOTEN (125 MG ),19074672,RxNorm,2024-05-13,,
Drug 28761,0,VNR,PRIMPERAN (5 MG/ML ),36880979,RxNorm Extension,2024-05-13,,
Drug 454017,0,VNR,SOVIGEN (10 MG ),40163492,RxNorm,2024-05-13,,
Drug 49551,0,VNR,LOCERYL (5 % ),21123760,RxNorm Extension,2024-05-13,,
Drug 523433,0,VNR,"DULOXETINE ""ZENTIVA"" (30 MG )",19122148,RxNorm,2024-05-13,,
Drug 454173,0,VNR,ZOCOR (20 MG ),1539411,RxNorm,2024-05-13,,
Drug 63958,0,VNR,TAFIL RETARD (1 MG ),19064364,RxNorm,2024-05-13,,
Drug 4378,0,VNR,AERIUS (5 MG ),19096758,RxNorm,2024-05-13,,
Drug 500188,0,VNR,MG,40028361,RxNorm,2024-05-13,,
