sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:full_add_eng,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
J07BC0132117338524,Hepatitis B HBVAXPRO 10 mikrogram /1 ml,358,,solution for injection; susp. in syringe,0.44,APPROVED,WIDER,Tomer Sagi,1731053455322,41174632,Hepatitis B Surface Antigen Vaccine Injectable Solution [HBvaxPRO],Drug,MAPS_TO,no dosage/age info for HBVaxPro,<auto>,1730992805982,
J07CA010,Di-Te-Pol,68340,,,0.25,APPROVED,EQUIVALENT,Tomer Sagi,1731020621444,36274763,"diphtheria toxoid vaccine, inactivated / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [Revaxis]",Drug,MAPS_TO,no brand info,Tomer Sagi,1731020609025,
J07BC2032117338514,Hepatitis A and B combinations Twinrix Paediatric,47109,,solution for injection; susp. in syringe,0.57,APPROVED,EQUAL,Tomer Sagi,1731052562398,36408083,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Injectable Solution [Twinrix Paediatric]",Drug,MAPS_TO,No dosage/age information,<auto>,1730992806389,
J07BM0232117338540,Human papillomavirus type 16; 18 Cervarix,11365,,1 * 0.5ml. Persons from the age of 9. solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731505833429,42873514,"0.5 ML human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML Prefilled Syringe [Cervarix]",Drug,MAPS_TO,Branded,Tomer Sagi,1731505832132,
J07AL0132117338518,Pneumococcal polysaccharide 23 valent Pneumovax,139752,,1 * 0.5 ml. Adults and children from 2 years. Injection; susp. in syringe,0.62,APPROVED,EQUAL,Tomer Sagi,1731494138933,44132577,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731494135102,
J07BB02193653,Influenza A H1N1; purified antigen Pandemrix (A H1N1),403,,solution for injection; susp. in syringe,0.57,APPROVED,EQUAL,Tomer Sagi,1731055829513,40745078,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],Drug,MAPS_TO,No brand information,<auto>,1730992806814,
J07BG0132117338500,Rabies Rabies-imovax,1794,,solution for injection; susp. in syringe,0.27,APPROVED,EQUAL,Tomer Sagi,1731506367997,44099198,imatinib 100 MG Oral Tablet [Pms-Imatinib],Drug,MAPS_TO,Branded,Tomer Sagi,1731506366662,
J07BH020,Rota virus; pentavalent,680,,oral; susp.,0.31,APPROVED,EQUAL,Tomer Sagi,1731506519736,36065579,hepatitis A virus Injectable Suspension [Avaxim],Drug,MAPS_TO,No btand information,<auto>,1730992807600,
J07CA0932122628026,Di-Te-Ki-Pol-Hib-HepB Hexyon,151104,,,0.20,APPROVED,EQUAL,Tomer Sagi,1731018677941,36277369,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [HEXYON]",Drug,MAPS_TO,No brand information,Tomer Sagi,1731018662223,
J07BC0132117338524,Hepatitis B HBVAXPRO 10 mikrogram /1 ml,95,,1 * 1 ml. Adults from 16 years of age. Injection; susp. in syringe,0.44,APPROVED,WIDER,Tomer Sagi,1731053462082,21071201,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [HBvaxPRO],Drug,MAPS_TO,no dosage/age info for HBVaxPro,Tomer Sagi,1731053461212,
J07BC2032117338526,Hepatitis A and B combinations Ambirix,49247,,1 * 1 ml. Children from 1 to 15 years. Injection; susp. in syringe,0.45,APPROVED,EQUIVALENT,Tomer Sagi,1731052329995,36065572,hepatitis A virus / hepatitis B surface antigen vaccine Injectable Suspension [Ambirix],Drug,MAPS_TO,No brand information,Tomer Sagi,1731052328524,
J07BG0132117338500,Rabies Rabies-imovax,752,,1 ' 1 ml. Adults and children. solution for injection; susp. in syringe,0.27,APPROVED,EQUAL,Tomer Sagi,1731507334427,44099198,imatinib 100 MG Oral Tablet [Pms-Imatinib],Drug,MAPS_TO,Branded,Tomer Sagi,1731507332386,
J07CA0932122904230,Di-Te-Ki-Pol-Hib-HepB Hexaxim,16557,,,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731018644552,36277369,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [HEXYON]",Drug,MAPS_TO,brand not found in RxNorm,Tomer Sagi,1731018643615,
J07BC0132117338531,Hepatitis B Fendrix,272,,solution for injection; susp. in syringe,0.50,APPROVED,EQUAL,Tomer Sagi,1731053337320,21100587,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Fendrix],Drug,MAPS_TO,No brand information,Tomer Sagi,1731053334176,
J07BB02193653,Influenza A H1N1; purified antigen Pandemrix® (A H1N1),177,,1 * 0.25ml. Children under 10 years. Injection; susp. in syringe,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1731055872559,40745078,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],Drug,MAPS_TO,No specific age info in OMOP codes for pandemrix,<auto>,1730992812021,
J07BH0232117338538,Rota virus; pentavalent RotaTeq,318,,1 * 2 ml. Child from 6 weeks of age oral; susp.,0.42,APPROVED,EQUAL,Tomer Sagi,1731507597544,41206212,"ROTAVIRUS VACCINE, LIVE Oral Suspension [RotaTeq]",Drug,MAPS_TO,No brand name,<auto>,1730992812486,
J07AL0132117338518,Pneumococcal polysaccharide 23 valent Pneumovax,211,,1 * 0.5 ml adults and children from 2 years of age injection; susp. in syringe,0.62,APPROVED,EQUAL,Tomer Sagi,1731494175359,43264807,0.5 ML Pneumococcal Purified Capsular Polysaccharides 0.05 MG/ML Injection [Pneumovax 23],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731494173909,
J07BM0232117338540,Human papillomavirus type 16; 18 Cervarix,6844,,solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731508034986,42873514,"0.5 ML human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML Prefilled Syringe [Cervarix]",Drug,MAPS_TO,Branded,Tomer Sagi,1731508033822,
J07BG010,Rabies,2036,,solution for injection; susp. in syringe,0.47,APPROVED,EQUAL,Tomer Sagi,1731508316790,36781707,1 ML Rabies virus 2.5 UNT/ML Injectable Solution [Rabipur],Drug,MAPS_TO,Branded,Tomer Sagi,1731508315680,
J07CA090,Di-Te-Ki-Pol-Hib-HepB,140369,,,0.22,APPROVED,EQUIVALENT,Tomer Sagi,1731018480626,36277369,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [HEXYON]",Drug,MAPS_TO,No brand name,Tomer Sagi,1731018478820,
J07BC2032117338526,Hepatitis A and B combinations Ambirix,22439,,solution for injection; susp. in syringe,0.45,APPROVED,EQUAL,Tomer Sagi,1731052486822,36065571,hepatitis A virus / hepatitis B surface antigen vaccine Injection [Ambirix],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731052338485,
J07BC0132117338531,Hepatitis B Fendrix,142,,1*0.5 ml. Adults from 15 r m. renal insuff. solution for injection; susp. in syringe,0.50,APPROVED,EQUAL,Tomer Sagi,1731568044312,21098435,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix],Drug,MAPS_TO,Branded,Tomer Sagi,1731568043226,
J07BB02193653,Influenza A H1N1; purified antigen Pandemrix (A H1N1),8,,1 * 0.25ml. Children under 10 years. Injection; susp. in syringe,0.57,APPROVED,EQUIVALENT,Tomer Sagi,1731055864713,40745078,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],Drug,MAPS_TO,No specific age info in OMOP codes for pandemrix,<auto>,1730992815500,
J07BG0132117338500,Rabipur Rabies-imovax,610,,1 ' 1 ml. Adults and children. solution for injection; susp. in syringe,0.42,APPROVED,EQUAL,Tomer Sagi,1731508420153,36781707,1 ML Rabies virus 2.5 UNT/ML Injectable Solution [Rabipur],Drug,MAPS_TO,No age information,Tomer Sagi,1731508418622,
J07CA1032128234958,ViaATIM ViATIM,574,,,0.23,APPROVED,EQUAL,Tomer Sagi,1731494457271,36405029,"Hepatitis A Vaccine, Inactivated / Typhoid Vaccine Live Ty21a Injectable Solution [ViATIM]",Drug,MAPS_TO,No dosage information,Tomer Sagi,1731494454304,
J07CA0232174613947,Repevax Repevax,21,,,0.41,APPROVED,EQUAL,Tomer Sagi,1731568312664,43791901,0.5 ML Bordetella pertussis 0.01 MG/ML Injectable Suspension [Repevax],Drug,MAPS_TO,Branded,Tomer Sagi,1731568311729,
J07BB0232130972947,Influenza purified antigen Influvactetra,1524014,,1 * 0.5 ml. Adults and children from 6 months injection solution; susp. in syringe,0.55,APPROVED,INEXACT,Tomer Sagi,1731055976148,43589238,influenza B virus antigen Injectable Suspension [INFLUVAC],Drug,MAPS_TO,"Assuming this is Influvac, no specific strain info",<auto>,1730992817723,
J07BC2032117338526,Hepatitis A and B combinations Ambirix,18,,1 * 1 ml. Adults from 16 years of age. Injection; susp. in syringe,0.45,APPROVED,EQUAL,Tomer Sagi,1731052490855,36065571,hepatitis A virus / hepatitis B surface antigen vaccine Injection [Ambirix],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731052366602,
J07BM020,Human papillomavirus type 16; 18,3648,,solution for injection; susp. in syringe,0.51,APPROVED,EQUIVALENT,Tomer Sagi,1731054015888,36407304,Human Papillomavirus Injectable Solution [Cervarix],Drug,MAPS_TO,no brand info,<auto>,1730992818204,
J07AL0132133250147,"Pneumococcal polysaccharide 23 valent Pneumokok Polysacchar.""Paranov",27155,,1 * 0.5 ml adults and children from 2 years of age injection; susp. in syringe,0.36,APPROVED,EQUIVALENT,Tomer Sagi,1731494262427,45775996,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,MAPS_TO,Brand Paranova does not exist in OMOP,Tomer Sagi,1731494260937,
J07BG0132117338500,Rabipur Rabies-imovax,831,,solution for injection; susp. in syringe,0.42,APPROVED,EQUAL,Tomer Sagi,1731568559535,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,No dosage information,<auto>,1730992819033,
J07CA1032128234958,ViaATIM ViATIM,188,,,0.23,APPROVED,EQUAL,Tomer Sagi,1731494476349,36405029,"Hepatitis A Vaccine, Inactivated / Typhoid Vaccine Live Ty21a Injectable Solution [ViATIM]",Drug,MAPS_TO,No dosage information,Tomer Sagi,1731494475220,
J07CA0232174613947,Repevax Repevax,16,,,0.41,APPROVED,EQUAL,Tomer Sagi,1731569037722,43791901,0.5 ML Bordetella pertussis 0.01 MG/ML Injectable Suspension [Repevax],Drug,MAPS_TO,Branded,Tomer Sagi,1731569036621,
J07BB02193653,Influenza A H1N1; purified antigen Pandemrix (A H1N1),24,,1 * 0.50ml. Adults and children from 10 years of age. Injection; susp. in syringe,0.57,APPROVED,EQUIVALENT,Tomer Sagi,1731055868888,40745078,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],Drug,MAPS_TO,No specific age info in OMOP codes for pandemrix,<auto>,1730992819757,
J07BG010,Rabipur,322,,solution for injection; susp. in syringe,0.58,APPROVED,EQUAL,Tomer Sagi,1731569169853,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,No dodage information ,<auto>,1730992820908,
J07BC2032117338526,Hepatitis A and B combinations Ambirix,5,,1 * 0.5ml. Child from 1 up to and including 15 years. injection solution; susp. in syringe,0.45,APPROVED,EQUIVALENT,Tomer Sagi,1731052506980,36065571,hepatitis A virus / hepatitis B surface antigen vaccine Injection [Ambirix],Drug,MAPS_TO,no specific code for Ambrix for children ,<auto>,1730992821832,
J07CA100,ViaATIM,85,,,0.22,APPROVED,EQUAL,Tomer Sagi,1731494443096,36405029,"Hepatitis A Vaccine, Inactivated / Typhoid Vaccine Live Ty21a Injectable Solution [ViATIM]",Drug,MAPS_TO,No dosage information,Tomer Sagi,1731494437666,
J07BB0232130972947,Influvactetra Influvactetra,1031665,,1 * 0.5 ml. Adults and children from 6 months injection solution; susp. in syringe,0.42,APPROVED,INEXACT,Tomer Sagi,1731057166785,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,Assuming this is influvac. No specific strain info,Tomer Sagi,1731057166265,
J07CA0232117338528,Di-Te-Ki-Pol-Hib DiTeKiPol/Act-Hib,65,,,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731018346630,43642956,"Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / ... Injectable Suspension [PENTAVAC]",Drug,MAPS_TO,Probably this one vy SSI webpage https://www.ssi.dk/vaccinationer/vaccineleksikon/d,Tomer Sagi,1731018316205,
J07BM020,Human Papillomavirus type 16; 18,3384,,solution for injection; susp. in syringe,0.51,APPROVED,EQUIVALENT,Tomer Sagi,1731054047988,40832060,"L1 protein, Human papillomavirus type 16 Vaccine / L1 protein, Human papillomavirus type 18 Vaccine Prefilled Syringe [Cervarix Grk]",Drug,MAPS_TO,no brand info,Tomer Sagi,1731054045120,
J07AL0132133250147,"Pneumococcal polysaccharide 23 valent Pneumokok Polysacchar.""Paranov",20773,,solution for injection; susp. in syringe,0.36,APPROVED,EQUIVALENT,Tomer Sagi,1731494268019,45775996,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,MAPS_TO,Brand Paranova does not exist in OMOP,Tomer Sagi,1731494266974,
J07BG0132127254350,Rabies Rabipur,44343,,1 * 1.0 ml. Adults and children solution for injection; susp. in syringe,0.65,APPROVED,EQUAL,Tomer Sagi,1731569470585,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,No age and dosage information,<auto>,1730992823778,
J07BB020,Influenza A H1N1; purified antigen,8,,1 * 0.50ml. Adults and children from 6 months injection; susp. in syringe,0.47,APPROVED,INEXACT,Tomer Sagi,1731055764954,43823263,influenza A virus (H1N1) antigen Injectable Suspension [Afluria],Drug,MAPS_TO,no brand info,<auto>,1730992823861,
J07CA110,Di-Te-Ki-Hib-HepB,646,,,0.24,APPROVED,EQUIVALENT,Tomer Sagi,1731017836622,36120093,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / hepatitis B surface antigen vaccine / pertussis vaccine / ... Injectable Suspension [Vaxelis]",Drug,MAPS_TO,No brand info,Tomer Sagi,1731017834580,
J07CA060,Di-Te-Ki-Pol-Hib,2331019,,,0.26,APPROVED,EQUAL,Tomer Sagi,1731018286140,43642956,"Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / ... Injectable Suspension [PENTAVAC]",Drug,MAPS_TO,Probably this one by SSI website https://www.ssi.dk/vaccinationer/vaccineleksikon/d,Tomer Sagi,1731018260436,
J07BG0132127254350,Rabipur Rabipur,12094,,1 * 1.0 ml. Adults and children solution for injection; susp. in syringe,0.50,APPROVED,EQUAL,Tomer Sagi,1731569535042,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,no dosage/age information,<auto>,1730992826226,
J07BA0132117338535,Tick ??borne encephalitis TicoVac,54322,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731508665747,36064699,Tick-borne encephalitis virus inactivated Injectable Suspension [TicoVac],Drug,MAPS_TO,No brand information,<auto>,1730992826633,
J07CA120,Di-Te-Ki-Pol-HepB,1446,,,0.19,APPROVED,EQUIVALENT,Tomer Sagi,1731018107453,36259461,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Solution [Infanrix Hexa]",Drug,MAPS_TO,No brand info,Tomer Sagi,1731018105093,
J07BM0332124809346,Human Papillomavirus 6; 11; 16; 18; 31; 33; 45; 52; 58 Gardasil 9,927095,,solution for injection; susp. in syringe,0.41,APPROVED,EQUAL,Tomer Sagi,1731053876665,45892513,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine...",Drug,MAPS_TO,No brand information,Tomer Sagi,1731053857357,
J07BB0232130972947,Influenza purified antigen Influvactetra,388127,,solution for injection; susp. in syringe,0.55,APPROVED,INEXACT,Tomer Sagi,1731055988834,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,"Assuming this is Influvac, no specific strain info",Tomer Sagi,1731055986995,
J07CA0632117338528,Di-Te-Ki-Pol-Hib DiTeKiPol/Act-Hib,591597,,,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731018370071,43642956,"Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / ... Injectable Suspension [PENTAVAC]",Drug,MAPS_TO,Probably this one by SSI website https://www.ssi.dk/vaccinationer/vaccineleksikon/d,Tomer Sagi,1731018368791,
J07BB02193653,Influenza A H1N1; purified antigen Pandemrix® (A H1N1),41853,,1 * 0.50ml. Adults and children from 10 years of age. Injection; susp. in syringe,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1731055881534,40745078,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],Drug,MAPS_TO,No specific age info in OMOP codes for pandemrix,<auto>,1730992828856,
J07BG0132127254350,Rabies Rabipur,3053,,solution for injection; susp. in syringe,0.65,APPROVED,EQUAL,Tomer Sagi,1731569754760,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,No brand information,<auto>,1730992829337,
J07AL0132133250147,"Pneumococcal polysaccharide 23 valent Pneumokok Polysacchar.""Paranov",8,,1 * 0.5 ml adults and children from 2 years of age injection solution; susp. in syringe,0.36,APPROVED,EQUIVALENT,Tomer Sagi,1731494272766,45775996,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,MAPS_TO,Brand Paranova does not exist in OMOP,Tomer Sagi,1731494271723,
J07BM0332124809346,Gardasil 9 Gardasil 9,4118,,solution for injection; susp. in syringe,0.38,APPROVED,EQUAL,Tomer Sagi,1731570265288,36281072,0.5 ML Human Papillomavirus 0.54 MG/ML Injectable Suspension [Gardasil 9],Drug,MAPS_TO,Branded,Tomer Sagi,1731570264246,
J07BG0132127254350,Rabipur Rabipur,1901,,solution for injection; susp. in syringe,0.50,APPROVED,EQUAL,Tomer Sagi,1731569821227,43296572,Rabies virus Injection [Rabipur],Drug,MAPS_TO,No dosage information,<auto>,1730992831660,
J07BA0132117338535,Tick ??borne encephalitis TicoVac 0;5 ml,2461,,solution for injection; susp. in syringe,0.28,APPROVED,EQUAL,Tomer Sagi,1731508743614,43187698,0.25 ML TICK-BORN ENCEPHALITIS VACC 0.0048 MG/ML Injectable Suspension [TicoVac],Drug,MAPS_TO,Branded,Tomer Sagi,1731508742594,
J07BB020,Influvactetra,1527,,solution for injection; susp. in syringe,0.43,APPROVED,INEXACT,Tomer Sagi,1731057157412,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,Assuming this is influvac. No specific strain info,Tomer Sagi,1731057127555,
J07CA0632123258568,Di-Te-Ki-Pol-Hib Pentavac,718571,,,0.24,APPROVED,EQUIVALENT,Tomer Sagi,1731936018880,41018111,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / ... Prefilled Syringe [PENTAVAC]",Drug,MAPS_TO,,Tomer Sagi,1731020231564,
J07BB0232114342235,Influenza; purified antigen Aggripal,2586,,solution for injection; susp. in syringe,0.43,APPROVED,INEXACT,Tomer Sagi,1731054874960,43276374,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Agrippal]",Drug,MAPS_TO,Unkown strain information,Tomer Sagi,1731054872379,
J07AE510,Cholera; comb. with typhoid vac.; inact.; whole cells,390,,,0.19,APPROVED,EQUIVALENT,Tomer Sagi,1731008403421,40862416,Typhoid Vaccine Live Ty21a Oral Capsule [Typhoral L],Drug,MAPS_TO,Could not find a combined version on RxNorm,<auto>,1730992833294,
J07AE510,Cholera; comb. with typhoid vac.; inact.; whole cells,390,,,0.19,APPROVED,EQUIVALENT,Tomer Sagi,1731008403421,40955892,Cholera Vaccine Oral Solution [DUKORAL],Drug,MAPS_TO,Could not find a combined version on RxNorm,Tomer Sagi,1731008376615,
J07AL010,Pneumococcal polysaccharide 23 valent,4539,,solution for injection; susp. in syringe,0.58,APPROVED,EQUIVALENT,Tomer Sagi,1731493980973,43262615,Pneumococcal Purified Capsular Polysaccharides Injection [Pneumovax 23],Drug,MAPS_TO,No undosed unbranded 23 valent code in OMOP,<auto>,1730992834140,
J07BG0132127254350,Rabies Rabipur,5,,1 ' 1 ml. Adults and children. solution for injection; susp. in syringe,0.65,APPROVED,EQUAL,Tomer Sagi,1731935641438,36781707,1 ML Rabies virus 2.5 UNT/ML Injectable Solution [Rabipur],Drug,MAPS_TO,No dosage/age information,Tomer Sagi,1731935639908,
J07BB0232117338543,Influenza; purified antigen Intanza,821,,solution for injection; susp. in syringe,0.40,APPROVED,NARROWER,Tomer Sagi,1731055572882,43269512,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain / ... Injection [Intanza]",Drug,MAPS_TO,No strain info,Tomer Sagi,1731055569473,
J07CA050,Di-Te-Ki-HepB,239,,,0.24,APPROVED,EQUIVALENT,Tomer Sagi,1731017714704,41174639,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Hepatitis B Surface Antigen Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe [Eurim Pharm]",Drug,MAPS_TO,No brand and form info in Danish version,Tomer Sagi,1731017713005,
J07BA0132117338535,Tick ??borne encephalitis TicoVac 0;5 ml,5,,1 * 0.5 ml. Adults and children from 16 years. injection solution; susp. in syringe,0.28,APPROVED,EQUAL,Tomer Sagi,1731508792448,43187698,0.25 ML TICK-BORN ENCEPHALITIS VACC 0.0048 MG/ML Injectable Suspension [TicoVac],Drug,MAPS_TO,Branded,Tomer Sagi,1731508791698,
J07BB0232130972947,Influvactetra Influvactetra,134746,,solution for injection; susp. in syringe,0.42,APPROVED,INEXACT,Tomer Sagi,1731057174067,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,Assuming this is influvac. No specific strain info,Tomer Sagi,1731057173169,
J07CA070,Di-Te-HepB,2702,,,0.23,APPROVED,INEXACT,Tomer Sagi,1731016332563,43291130,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Adt Vaccine]",Drug,MAPS_TO,Could not find a single product combining a ll three with no other vaccines. No brand name in Danish version. ,Tomer Sagi,1731016286621,
J07CA070,Di-Te-HepB,2702,,,0.23,APPROVED,INEXACT,Tomer Sagi,1731016332563,41112118,Hepatitis B Surface Antigen Vaccine Injectable Solution [H B Vax],Drug,MAPS_TO,Could not find a single product combining a ll three with no other vaccines. No brand name in Danish version. ,Tomer Sagi,1731016329617,
J07BB020,Influenza; purified antigen,58,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.38,APPROVED,INEXACT,Tomer Sagi,1731054557003,43589237,influenza B virus antigen Injectable Suspension,Drug,MAPS_TO,No brand / strain information,Tomer Sagi,1731054526513,
J07AH0932125594970,Meningococcus B; recombinant Trumenba,707,,,0.40,APPROVED,NARROWER,Tomer Sagi,1731064345597,45775643,meningococcal group B vaccine Prefilled Syringe [Trumenba],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731064273531,
J07BB0232117338543,Influenza; purified antigen Intanza,592,,1 * 0.1ml. Adults from 18 to 59 years injection; susp. in syringe,0.40,APPROVED,NARROWER,Tomer Sagi,1731055581425,43269512,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain / ... Injection [Intanza]",Drug,MAPS_TO,No strain info,Tomer Sagi,1731055576077,
J07AL0132117338516,Pneumococcal polysaccharide 23 valent Pneumo Novum,866,,solution for injection; susp. in syringe,0.50,APPROVED,EQUIVALENT,Tomer Sagi,1731494230638,46275347,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,MAPS_TO,Brand Penumo Novum does not exist in OMOP,Tomer Sagi,1731494228328,
J07BD540,MFR and chicken pox combined,6254,,solution for injection; susp. in syringe,0.32,APPROVED,EQUIVALENT,Tomer Sagi,1731935691255,40892713,Measles Vaccine / Mumps Vaccine / Rubella virus vaccine / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injectable Solution,Drug,MAPS_TO,,Tomer Sagi,1731317543952,
J07CA080,Hib-HepB,2507,,,0.38,APPROVED,EQUIVALENT,Tomer Sagi,1731053536202,43291188,Haemophilus influenzae / Hepatitis B Surface Antigen Vaccine Injection [COMVAX],Drug,MAPS_TO,No brand information,Tomer Sagi,1731053534561,
J07BA0132117338534,Tick ??borne encephalitis TicoVac Junior,29537,,1 * 0.25 ml. Child from 1 up to and including 15 years. injection solution; susp. in syringe,0.31,APPROVED,EQUAL,Tomer Sagi,1731508839850,36064699,Tick-borne encephalitis virus inactivated Injectable Suspension [TicoVac],Drug,MAPS_TO,No age information,<auto>,1730992840790,
J07AN0132117338504,"Tuberculosis; live weakened BCG Vaccine ""SSI""",6266,,solution for injection; susp. in syringe,0.29,APPROVED,EQUAL,Tomer Sagi,1731570971478,41080818,BCG Vaccine Injectable Solution [Immun],Drug,MAPS_TO,No dosage information,<auto>,1730992841585,
