sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:orig,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
KQAC00,Removal of skin expander from subcutaneous tissue of head or neck,10113,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038480281,42872588,Removal of foreign body from skin of head,Procedure,MAPS_TO,,SBRU,1732038346111,
KQAC00,Removal of skin expander from subcutaneous tissue of head or neck,10113,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038480281,42872589,Removal of foreign body from skin of neck,Procedure,MAPS_TO,,SBRU,1732038473982,
KDHD10,Closed reduction of fracture of facial bones,39212,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938024358,4336829,Closed reduction of fracture of facial bones,Procedure,MAPS_TO,,<auto>,1729857094595,
KAAG99,Intracranial stereotactic release of cranial nerve,8884,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987183458,4063662,Intracranial stereotactic release of cranial nerve,Procedure,MAPS_TO,,<auto>,1729857094630,
KJFF10,Enterostomy,11344,,Finland,1.0,APPROVED,EQUAL,SBRU,1732006913439,4314436,Enterostomy,Procedure,MAPS_TO,,<auto>,1729857094630,
KHAD50,Removal of breast implant,9833,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941083048,4099462,Removal of breast implant,Procedure,MAPS_TO,,<auto>,1729857094934,
KLGA11,Bilateral endoscopic ligation and division of fallopian tubes,39357,,Finland,0.94,APPROVED,EQUAL,SBRU,1730807769745,4270077,Endoscopic ligation and division of bilateral fallopian tubes,Procedure,MAPS_TO,,<auto>,1729857094943,
KDCA30,Exploration of tympanum by transtympanic route,11250,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936097043,4268341,Exploration of tympanic cavity by transtympanic route,Procedure,MAPS_TO,,<auto>,1729857095003,
KGDC01,Thoracoscopic lobectomy of lung,10165,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940540423,4328240,Thoracoscopic lobectomy of lung,Procedure,MAPS_TO,,<auto>,1729857095034,
KJGB00,Proctectomy and anastomosis of colon to anus,11071,,Finland,1.0,APPROVED,EQUAL,SBRU,1732008274389,4068146,Proctectomy and anastomosis of colon to anus,Procedure,MAPS_TO,,<auto>,1729857095165,
KABC36,Decompression of lumbar spine,40341,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987276663,4201395,Decompression of lumbar spine,Procedure,MAPS_TO,,<auto>,1729857095167,
KGDB11,Thoracoscopic wedge resection of lung,9580,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940502893,40485447,Thoracoscopic wedge resection of lung,Procedure,MAPS_TO,,<auto>,1729857095321,
KDHB40,Conchotomy,39856,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936857990,4028525,Conchotomy,Procedure,MAPS_TO,,<auto>,1729857095492,
KNGC40,Implantation of joint prosthesis into knee joint,10879,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013828598,4311039,Prosthetic arthroplasty of knee joint,Procedure,MAPS_TO,,<auto>,1729857095516,
KNDL40,Repair of tendon by transfer or transplantation,8843,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013557600,4310324,Repair of tendon by transfer or transplantation,Procedure,MAPS_TO,,<auto>,1729857095534,
KJFB60,Sigmoid colectomy with stoma,10143,,Finland,1.0,APPROVED,EQUAL,SBRU,1731945062571,4202563,Sigmoid colectomy with stoma,Procedure,MAPS_TO,,<auto>,1729857095775,
KQAA00,Suture of skin of head or neck,11052,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038044626,4143660,Suture of skin of head or neck,Procedure,MAPS_TO,,<auto>,1729857096037,
KKBE32,Endoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4313889,Endoscopy,Procedure,MAPS_TO,,<auto>,1729850839603,
KNBE21,Endoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932413769,4313889,Endoscopy,Procedure,MAPS_TO,,<auto>,1729850839603,
KACC61,Endoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1730987276663,4313889,Endoscopy,Procedure,MAPS_TO,,<auto>,1729850839603,
KPJD74,Laparoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932451387,4251314,Laparoscopy,Procedure,MAPS_TO,,<auto>,1729850839630,
KLBE11,Laparoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4251314,Laparoscopy,Procedure,MAPS_TO,,<auto>,1729850839630,
KLBE11,Laparoscopy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4251314,Laparoscopy,Procedure,MAPS_TO,,<auto>,1729850839631,
KNGA11,Arthroscopy of knee,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932437060,4205229,Arthroscopy of knee,Procedure,MAPS_TO,,<auto>,1729850840075,
KNBE21,Arthroscopy of shoulder,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932430531,4085220,Arthroscopy of shoulder,Procedure,MAPS_TO,,<auto>,1729850840159,
KNBH51,Arthroscopy of shoulder,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932416393,4085220,Arthroscopy of shoulder,Procedure,MAPS_TO,,<auto>,1729850840159,
KNBA11,Arthroscopy of shoulder,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4085220,Arthroscopy of shoulder,Procedure,MAPS_TO,,<auto>,1729850840159,
KNHA11,Arthroscopy of ankle,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932458579,4279466,Arthroscopy of ankle,Procedure,MAPS_TO,,<auto>,1729850840279,
KNGF31,,-1,,Andreas_multiple,0.19,APPROVED,WIDER,SBRU,1729851142263,4179713,Endoscopic procedure,Procedure,MAPS_TO,,SBRU,1729851126645,
KNBF11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851068086,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNBA11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851068884,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNBH51,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851069338,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNHF11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851069567,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGD21,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851069798,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNBH31,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851070021,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGD11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851070258,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGF11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851070484,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNHA11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851070701,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGA11,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851070916,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGH41,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851071189,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGF31,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851071493,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KNGH31,Arthroscopic procedure,-1,,Andreas_multiple,0.76,APPROVED,WIDER,SBRU,1729851071853,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729850840484,
KLBE11,Laparoscopic salpingectomy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4201639,Laparoscopic salpingectomy,Procedure,MAPS_TO,,<auto>,1729850840717,
KLBE11,Laparoscopic salpingectomy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,4201639,Laparoscopic salpingectomy,Procedure,MAPS_TO,,<auto>,1729850840717,
KNGD21,Arthroscopy of knee with meniscus repair,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932458579,4225263,Arthroscopy of knee with meniscus repair,Procedure,MAPS_TO,,<auto>,1729850840821,
KNBF11,Arthroscopy of shoulder with partial synovectomy,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932414619,4121863,Arthroscopy of shoulder with partial synovectomy,Procedure,MAPS_TO,,<auto>,1729850840848,
KNGD11,Endoscopic partial meniscectomy of knee,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932418465,4124557,Endoscopic partial meniscectomy of knee,Procedure,MAPS_TO,,<auto>,1729850840850,
KNGH31,Arthroscopy of knee with lysis of adhesions with manipulation,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932437954,4025680,Arthroscopy of knee with lysis of adhesions with manipulation,Procedure,MAPS_TO,,<auto>,1729850841090,
KPJD74,Radical excision of iliac lymph nodes,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932442539,4012321,Radical excision of iliac lymph nodes,Procedure,MAPS_TO,,<auto>,1729850841149,
KACC61,Decompression of median nerve,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1730987276663,4166080,Decompression of median nerve,Procedure,MAPS_TO,,<auto>,1729850841157,
KNBH31,Arthroscopy of shoulder with lysis and resection of adhesions with manipulation,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932435755,4211092,Arthroscopy of shoulder with lysis and resection of adhesions with manipulation,Procedure,MAPS_TO,,<auto>,1729850841432,
KNCR19,Radical resection of tumor of soft tissue of forearm area,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932466320,4252912,Radical resection of tumor of soft tissue of forearm area,Procedure,MAPS_TO,,<auto>,1729850841494,
KNGH41,Arthroscopic removal foreign body from knee joint,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932421118,4076187,Arthroscopic removal foreign body from knee joint,Procedure,MAPS_TO,,<auto>,1729850841621,
KNCR19,Excision of subcutaneous neoplasm of soft tissue of elbow region,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932417322,4206848,Excision of subcutaneous neoplasm of soft tissue of elbow region,Procedure,MAPS_TO,,<auto>,1729850841692,
KKBE32,Ureteroscopy and electrohydraulic lithotripsy of calculus of ureter,-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932401760,40488369,Ureteroscopy and electrohydraulic lithotripsy of calculus of ureter,Procedure,MAPS_TO,,<auto>,1729850841852,
KNHF11,"Arthroscopy, ankle (tibiotalar and fibulotalar joints) surgical, synovectomy, partial",-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932439701,2106058,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical, synovectomy, partial",Procedure,MAPS_TO,,<auto>,1729850841874,
KNGF11,"Arthroplasty of knee, femoral condyles with debridement and partial synovectomy",-1,,Andreas_multiple,1.0,APPROVED,EQUAL,SBRU,1731932419975,4245418,"Arthroplasty of knee, femoral condyles with debridement and partial synovectomy",Procedure,MAPS_TO,,<auto>,1729850842035,
KHAE25,,-1,,Andreas_unique,1.0,APPROVED,WIDER,SBRU,1729846866941,4300371,Nipple and areola reconstruction,Procedure,MAPS_TO,,SBRU,1729846854036,
KUDB22,Magnifying otoscopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4064325,Magnifying otoscopy,Procedure,MAPS_TO,,<auto>,1729843748537,
KPHD15,Phlebectomy of lower limb vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4261351,Phlebectomy of lower limb vein,Procedure,MAPS_TO,,<auto>,1729843749597,
KNDM49,Repair of tendon sheath of hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932579240,4102787,Repair of tendon sheath of hand,Procedure,MAPS_TO,,<auto>,1729843749906,
KUJG05,Proctoscopy with biopsy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4105167,Proctoscopy with biopsy,Procedure,MAPS_TO,,<auto>,1729843750156,
KNHG45,"Tarsometatarsal arthrodesis, single joint",-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4204023,"Tarsometatarsal arthrodesis, single joint",Procedure,MAPS_TO,,<auto>,1729843750534,
KWAB01,Removal of implant,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932889977,4154603,Removal of implant,Procedure,MAPS_TO,,<auto>,1729843751640,
KNGM09,Fasciotomy of lower leg,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4261020,Fasciotomy of lower leg,Procedure,MAPS_TO,,<auto>,1729843751712,
KTCB20,Eyelid injection,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4001554,Eyelid injection,Procedure,MAPS_TO,,<auto>,1729843751728,
KPDP30,Repair of iliac artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,42872711,Repair of iliac artery,Procedure,MAPS_TO,,<auto>,1729843751743,
KNHM39,Excision of ganglion cyst of ankle,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4073805,Excision of ganglion cyst of ankle,Procedure,MAPS_TO,,<auto>,1729843752383,
KNDM39B,Excision of ganglion cyst of hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932738643,4114783,Excision of ganglion cyst of hand,Procedure,MAPS_TO,,<auto>,1729843752383,
KNBL69,Repair of tendon of upper limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932682018,4085089,Repair of tendon of upper limb,Procedure,MAPS_TO,,<auto>,1729843752430,
KNBL49,Repair of tendon of upper limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932557134,4085089,Repair of tendon of upper limb,Procedure,MAPS_TO,,<auto>,1729843752430,
KUJF42,Flexible fiberoptic sigmoidoscopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4196378,Flexible fiberoptic sigmoidoscopy,Procedure,MAPS_TO,,<auto>,1729843752439,
KUJF35,Colonoscopy and biopsy of colon,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,40489328,Colonoscopy and biopsy of colon,Procedure,MAPS_TO,,<auto>,1729843752492,
KNAN04,Grafting of bone of spine,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932665401,4147601,Grafting of bone of spine,Procedure,MAPS_TO,,<auto>,1729843752599,
KNGK59,Osteotomy of tibia and fibula,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4010249,Osteotomy of tibia and fibula,Procedure,MAPS_TO,,<auto>,1729843752617,
KJDF41,Laparoscopic sleeve gastrectomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932509688,4143852,Laparoscopic sleeve gastrectomy,Procedure,MAPS_TO,,<auto>,1729843752628,
KWAA01,Implantation procedure,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,37204304,Implantation procedure,Procedure,MAPS_TO,,<auto>,1729843752656,
KNBM79,Incision of bursa of upper arm,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932557600,40486592,Incision of bursa of upper arm,Procedure,MAPS_TO,,<auto>,1729843752691,
KNDQ17,Transmetacarpal amputation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932745004,4306196,Transmetacarpal amputation,Procedure,MAPS_TO,,<auto>,1729843752722,
KTDH10,Removal of foreign body from nose,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4067474,Removal of foreign body from nose,Procedure,MAPS_TO,,<auto>,1729843752776,
KNCU39,Removal of external fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932567071,4086024,Removal of external fixation,Procedure,MAPS_TO,,<auto>,1729843752907,
KNHJ60,,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732191407234,4169821,Closed reduction of fracture of foot with internal fixation,Procedure,MAPS_TO,,SBRU,1732191366945,
KNHJ60,,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732191407234,761010,Open reduction of fracture of ankle with internal fixation,Procedure,MAPS_TO,,SBRU,1732191402481,
KPHD10B,Harvesting of long saphenous vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4234804,Harvesting of long saphenous vein,Procedure,MAPS_TO,,<auto>,1729843753025,
KNDA11,Diagnostic arthroscopy of wrist joint,-1,,Andreas_unique,0.74,APPROVED,WIDER,SBRU,1729844092891,4122405,Arthroscopy of wrist,Procedure,MAPS_TO,,<auto>,1729843753121,
KPCT20,Embolization of celiac artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4116624,Embolization of celiac artery,Procedure,MAPS_TO,,<auto>,1729843753197,
KPHD11,Phlebectomy of lower limb vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4261351,Phlebectomy of lower limb vein,Procedure,MAPS_TO,,<auto>,1729843753221,
KNBH91,Arthroscopy of shoulder,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932553500,4085220,Arthroscopy of shoulder,Procedure,MAPS_TO,,<auto>,1729843753443,
KPEP12,Repair of superficial femoral artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4225211,Repair of superficial femoral artery,Procedure,MAPS_TO,,<auto>,1729843753510,
KNEK19,Total excision of pelvic bone,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932745004,4325052,Total excision of pelvic bone,Procedure,MAPS_TO,,<auto>,1729843753641,
KNAG64,Fusion of posterior lumbar spine,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932546049,4174132,Fusion of posterior lumbar spine,Procedure,MAPS_TO,,<auto>,1729843753880,
KNGJ02,Closed reduction of fracture of tibia,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4067547,Closed reduction of fracture of tibia,Procedure,MAPS_TO,,<auto>,1729843753885,
KNBH52,Shoulder excision,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932679370,4002372,Shoulder excision,Procedure,MAPS_TO,,<auto>,1729843754075,
KCCC40,Intubation of nasolacrimal duct,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1730987464761,40492309,Intubation of nasolacrimal duct,Procedure,MAPS_TO,,<auto>,1729843754082,
KNGJ52,Open fixation of fracture of shaft of tibia using intramedullary implant,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,40484981,Open fixation of fracture of shaft of tibia using intramedullary implant,Procedure,MAPS_TO,,<auto>,1729843754091,
KTDH15,Suction clearance of nasal cavity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4205533,Suction clearance of nasal cavity,Procedure,MAPS_TO,,<auto>,1729843754163,
KNDG44,Arthrodesis of metacarpophalangeal joint with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932570083,4042679,Arthrodesis of metacarpophalangeal joint with internal fixation,Procedure,MAPS_TO,,<auto>,1729843754166,
KUDQ25,Microlaryngoscopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4068676,Microlaryngoscopy,Procedure,MAPS_TO,,<auto>,1729843754446,
KPEH20,"Bypass graft, with other than vein, femoral-popliteal",-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,2107965,"Bypass graft, with other than vein, femoral-popliteal",Procedure,MAPS_TO,,<auto>,1729843754449,
KNCJ07,Closed reduction of fracture of radius and ulna,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932562741,4141118,Closed reduction of fracture of radius and ulna,Procedure,MAPS_TO,,<auto>,1729843754712,
KPHB13,Ligation of perforating varicose vein of leg,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4146253,Ligation of perforating varicose vein of leg,Procedure,MAPS_TO,,<auto>,1729843754796,
KNFB12,Cemented Thompson hemiarthroplasty of hip joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932753492,4205235,Cemented Thompson hemiarthroplasty of hip joint,Procedure,MAPS_TO,,<auto>,1729843754811,
KMAC05,Spontaneous rupture of fetal membranes,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932379868,4015143,Spontaneous rupture of fetal membranes,Condition,MAPS_TO,,<auto>,1729843754824,
KNHG05,Excision arthroplasty of joint of foot,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4201093,Excision arthroplasty of joint of foot,Procedure,MAPS_TO,,<auto>,1729843755543,
KNGU39,Removal of external fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4086024,Removal of external fixation,Procedure,MAPS_TO,,<auto>,1729843756274,
KNHL69,Repair of tendon of lower limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4083657,Repair of tendon of lower limb,Procedure,MAPS_TO,,<auto>,1729843756629,
KNCL49,Repair in forearm,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932566309,4001710,Repair in forearm,Procedure,MAPS_TO,,<auto>,1729843756705,
KNAN14,Grafting of bone of spine,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932549214,4147601,Grafting of bone of spine,Procedure,MAPS_TO,,<auto>,1729843756822,
KNFW69,Reoperation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732192342190,4041249,Revision,Procedure,MAPS_TO,,SBRU,1732192341119,
KJDF41,Laparoscopic sleeve gastrectomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932543777,4143852,Laparoscopic sleeve gastrectomy,Procedure,MAPS_TO,,<auto>,1729843756885,
KNHK15,Partial excision of calcaneus,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4187251,Partial excision of calcaneus,Procedure,MAPS_TO,,<auto>,1729843756951,
KNGM79,Incision of bursa of lower limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,40486600,Incision of bursa of lower limb,Procedure,MAPS_TO,,<auto>,1729843757237,
KNGQ19,Amputation of lower limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4219032,Amputation of lower limb,Procedure,MAPS_TO,,<auto>,1729843757273,
KPBL30,Creation of upper limb arteriovenous fistula,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4234811,Creation of upper limb arteriovenous fistula,Procedure,MAPS_TO,,<auto>,1729843757343,
KNGE09,Repair of joint capsule of knee,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4133304,Repair of joint capsule of knee,Procedure,MAPS_TO,,<auto>,1729843757432,
KPDH24,Aorto-femoral arterial bypass,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4231680,Aorto-femoral arterial bypass,Procedure,MAPS_TO,,<auto>,1729843757627,
KFXW00,Enhanced external counterpulsation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932535840,4304552,Enhanced external counterpulsation,Procedure,MAPS_TO,,<auto>,1729843757737,
KTHA20,Drainage of breast lesion,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4064246,Drainage of breast lesion,Procedure,MAPS_TO,,<auto>,1729843757795,
KPFP30,Angioplasty of artery of lower extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4190070,Angioplasty of artery of lower extremity,Procedure,MAPS_TO,,<auto>,1729843758049,
KTNG00,Procedure on lower leg,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4041271,Procedure on lower leg,Procedure,MAPS_TO,,<auto>,1729843758159,
KNDA02,Exploration of soft tissue of hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932568356,4074108,Exploration of soft tissue of hand,Procedure,MAPS_TO,,<auto>,1729843758267,
KTDW00,Procedure on head AND/OR neck,-1,,Andreas_unique,0.8,APPROVED,WIDER,SBRU,1729844701479,4013622,"Ear, nose and throat examination",Procedure,MAPS_TO,,SBRU,1729844503361,
KNGA11B,Diagnostic arthroscopy of knee joint,-1,,Andreas_unique,0.85,APPROVED,EQUIVALENT,SBRU,1729845276971,4205229,Arthroscopy of knee,Procedure,MAPS_TO,,<auto>,1729843758757,
KPHD12D,Percutaneous radiofrequency ablation of short saphenous vein using fluoroscopic guidance with contrast,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4326330,Percutaneous radiofrequency ablation of short saphenous vein using fluoroscopic guidance with contrast,Procedure,MAPS_TO,,<auto>,1729843758784,
KNHJ63,Open reduction of trimalleolar fracture of ankle with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4208748,Open reduction of trimalleolar fracture of ankle with internal fixation,Procedure,MAPS_TO,,<auto>,1729843758864,
KNHG44,Arthrodesis of first tarsometatarsal joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4343672,Arthrodesis of first tarsometatarsal joint,Procedure,MAPS_TO,,<auto>,1729843758865,
KJWB00,Reoperation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732192289046,4041249,Revision,Procedure,MAPS_TO,,SBRU,1732192287340,
KHWW99,Reoperation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732192075984,4041249,Revision,Procedure,MAPS_TO,,SBRU,1732192075085,
KUJC15,Fiberoptic esophagoscopy and biopsy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4066401,Fiberoptic esophagoscopy and biopsy,Procedure,MAPS_TO,,<auto>,1729843759366,
KDHC05,Removal of foreign body from nose,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932502396,4067474,Removal of foreign body from nose,Procedure,MAPS_TO,,<auto>,1729843759434,
KNDF11,Arthroscopy of wrist with partial synovectomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932569277,4069691,Arthroscopy of wrist with partial synovectomy,Procedure,MAPS_TO,,<auto>,1729843759523,
KNBK13,Scapula excision,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932556438,4053840,Scapula excision,Procedure,MAPS_TO,,<auto>,1729843759584,
KFMD14,Transluminal implantation of aortic valve,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932492017,40484106,Transluminal implantation of aortic valve,Procedure,MAPS_TO,,<auto>,1729843759767,
